Date,Region,Product,Price,Quantity,Total_Sale,Client_ID
2023-03-31,Sudeste,Medicamento A,77.27,9,695.43,123
2023-03-31,Sudeste,Cosmético,59.21,7,414.47,173
2023-03-31,Sudeste,Cosmético,32.16,7,225.12,4
2023-03-31,Sudeste,Cosmético,15.11,7,105.77,38
2023-03-31,Sudeste,Medicamento A,68.67,4,274.68,69
2023-03-31,Sudeste,Medicamento B,98.44,5,492.2,38
2023-03-31,Sudeste,Medicamento A,70.61,5,353.05,53
2023-03-31,Sudeste,Cosmético,8.07,8,64.56,27
2023-03-31,Sudeste,Cosmético,87.46,9,787.14,58
2023-03-31,Sudeste,Cosmético,41.94,9,377.46,179
2023-03-31,Sudeste,Medicamento C,70.83,1,70.83,98
2023-03-31,Sudeste,Produto de Higiene,44.57,6,267.42,142
2023-03-31,Sudeste,Medicamento A,6.23,5,31.15,52
2023-03-31,Sudeste,Cosmético,87.54,8,700.32,58
2023-03-31,Sudeste,Medicamento C,76.74,9,690.66,190
2023-03-31,Sudeste,Cosmético,23.66,4,94.64,76
2023-03-31,Centro-Oeste,Medicamento B,98.43,2,196.86,48
2023-03-31,Centro-Oeste,Medicamento B,74.83,2,149.66,97
2023-03-31,Centro-Oeste,Medicamento A,45.71,9,411.39,68
2023-03-31,Centro-Oeste,Medicamento B,20.29,5,101.45,2
2023-03-31,Centro-Oeste,Medicamento C,49.3,3,147.9,11
2023-03-31,Centro-Oeste,Medicamento B,93.22,10,932.2,14
2023-03-31,Centro-Oeste,Cosmético,85.1,5,425.5,126
2023-03-31,Centro-Oeste,Cosmético,57.27,2,114.54,182
2023-03-31,Centro-Oeste,Medicamento C,54.91,3,164.73,134
2023-03-31,Centro-Oeste,Medicamento A,79.69,3,239.07,107
2023-03-31,Centro-Oeste,Cosmético,56.02,2,112.04,90
2023-03-31,Centro-Oeste,Medicamento B,88.92,6,533.52,85
2023-03-31,Centro-Oeste,Medicamento C,32.89,10,328.9,136
2023-03-31,Centro-Oeste,Produto de Higiene,99.68,1,99.68,30
2023-03-31,Centro-Oeste,Medicamento C,47.34,10,473.4,160
2023-03-31,Centro-Oeste,Medicamento B,96.1,6,576.6,98
2023-03-31,Centro-Oeste,Medicamento A,41.66,9,374.94,186
2023-03-31,Centro-Oeste,Medicamento C,7.35,9,66.15,198
2023-03-31,Centro-Oeste,Medicamento C,53.86,9,484.74,115
2023-03-31,Centro-Oeste,Produto de Higiene,9.17,4,36.68,83
2023-03-31,Centro-Oeste,Cosmético,12.82,2,25.64,43
2023-03-31,Centro-Oeste,Cosmético,55.65,2,111.3,54
2023-03-31,Centro-Oeste,Medicamento B,87.17,7,610.19,27
2023-03-31,Centro-Oeste,Medicamento B,56.09,7,392.63,166
2023-03-31,Centro-Oeste,Medicamento A,75.95,3,227.85,7
2023-03-31,Centro-Oeste,Produto de Higiene,73.1,1,73.1,23
2023-03-31,Centro-Oeste,Medicamento A,10.16,5,50.8,143
2023-03-31,Centro-Oeste,Medicamento A,59.62,4,238.48,67
2023-03-31,Centro-Oeste,Produto de Higiene,41.86,7,293.02,111
2023-03-31,Centro-Oeste,Medicamento C,6.6,2,13.2,137
2023-03-31,Centro-Oeste,Medicamento A,65.94,10,659.4,17
2023-03-31,Centro-Oeste,Cosmético,9.32,2,18.64,92
2023-03-31,Centro-Oeste,Cosmético,15.08,5,75.4,156
2023-03-31,Centro-Oeste,Medicamento A,31.74,8,253.92,98
2023-03-31,Centro-Oeste,Produto de Higiene,83.1,1,83.1,122
2023-03-31,Centro-Oeste,Medicamento B,55.68,3,167.04,192
2023-03-31,Centro-Oeste,Produto de Higiene,80.69,9,726.21,76
2023-03-31,Centro-Oeste,Medicamento B,33.32,6,199.92,3
2023-03-31,Centro-Oeste,Cosmético,88.1,3,264.3,32
2023-03-31,Centro-Oeste,Medicamento A,5.48,10,54.8,101
2023-03-31,Centro-Oeste,Cosmético,57.01,2,114.02,79
2023-03-31,Centro-Oeste,Medicamento B,76.09,6,456.54,55
2023-03-31,Centro-Oeste,Produto de Higiene,91.03,9,819.27,37
2023-03-31,Centro-Oeste,Medicamento B,22.48,10,224.8,65
2023-03-31,Centro-Oeste,Medicamento B,15.89,10,158.9,14
2023-03-31,Centro-Oeste,Cosmético,48.82,9,439.38,19
2023-03-31,Centro-Oeste,Medicamento C,68.81,5,344.05,26
2023-03-31,Centro-Oeste,Medicamento B,73.93,8,591.44,85
2023-03-31,Centro-Oeste,Medicamento C,17.18,4,68.72,26
2023-03-31,Centro-Oeste,Medicamento C,63.85,4,255.4,82
2023-03-31,Centro-Oeste,Produto de Higiene,47.81,10,478.1,169
2023-03-31,Centro-Oeste,Medicamento C,70.88,3,212.64,145
2023-03-31,Centro-Oeste,Cosmético,39.63,6,237.78,110
2023-03-31,Centro-Oeste,Medicamento B,5.46,4,21.84,57
2023-03-31,Centro-Oeste,Produto de Higiene,31.28,6,187.68,35
2023-03-31,Centro-Oeste,Medicamento C,88.4,8,707.2,115
2023-03-31,Centro-Oeste,Medicamento C,78.6,8,628.8,142
2023-03-31,Centro-Oeste,Medicamento A,21.7,10,217.0,21
2023-03-31,Centro-Oeste,Medicamento C,86.58,3,259.74,138
2023-03-31,Centro-Oeste,Medicamento B,30.01,2,60.02,187
2023-03-31,Centro-Oeste,Medicamento A,89.75,9,807.75,162
2023-03-31,Centro-Oeste,Medicamento A,82.2,10,822.0,104
2023-03-31,Centro-Oeste,Cosmético,25.21,1,25.21,142
2023-03-31,Centro-Oeste,Medicamento C,56.63,9,509.67,121
2023-03-31,Centro-Oeste,Medicamento B,39.75,4,159.0,198
2023-03-31,Centro-Oeste,Cosmético,74.66,5,373.3,35
2023-03-31,Centro-Oeste,Produto de Higiene,52.61,2,105.22,102
2023-03-31,Centro-Oeste,Medicamento C,52.71,4,210.84,158
2023-03-31,Centro-Oeste,Medicamento B,76.93,3,230.79,115
2023-03-31,Centro-Oeste,Medicamento B,22.02,10,220.2,169
2023-03-31,Centro-Oeste,Medicamento B,74.91,8,599.28,92
2023-03-31,Centro-Oeste,Medicamento A,25.79,8,206.32,60
2023-03-31,Centro-Oeste,Medicamento A,30.11,4,120.44,11
2023-03-31,Centro-Oeste,Medicamento B,54.2,6,325.2,100
2023-03-31,Centro-Oeste,Produto de Higiene,92.2,1,92.2,11
2023-03-31,Centro-Oeste,Medicamento C,14.81,9,133.29,163
2023-03-31,Centro-Oeste,Medicamento C,84.31,5,421.55,149
2023-03-31,Centro-Oeste,Cosmético,59.17,7,414.19,168
2023-04-30,Norte,Medicamento C,60.83,2,121.66,133
2023-04-30,Norte,Medicamento C,40.75,4,163.0,133
2023-04-30,Norte,Produto de Higiene,38.53,6,231.18,125
2023-04-30,Norte,Produto de Higiene,89.28,1,89.28,129
2023-04-30,Norte,Medicamento B,46.79,4,187.16,20
2023-04-30,Norte,Cosmético,66.13,4,264.52,39
2023-04-30,Norte,Medicamento B,19.95,10,199.5,184
2023-04-30,Norte,Medicamento A,67.81,7,474.67,85
2023-04-30,Norte,Medicamento A,50.74,8,405.92,123
2023-04-30,Norte,Medicamento B,61.13,7,427.91,6
2023-04-30,Norte,Medicamento B,9.1,10,91.0,152
2023-04-30,Norte,Medicamento B,17.8,9,160.2,11
2023-04-30,Norte,Cosmético,18.95,3,56.85,67
2023-04-30,Norte,Medicamento B,54.08,7,378.56,154
2023-04-30,Norte,Cosmético,65.57,5,327.85,22
2023-04-30,Norte,Medicamento B,47.67,8,381.36,124
2023-04-30,Norte,Medicamento B,25.84,7,180.88,154
2023-04-30,Norte,Medicamento B,80.49,3,241.47,160
2023-04-30,Norte,Cosmético,30.13,6,180.78,117
2023-04-30,Norte,Cosmético,61.11,4,244.44,97
2023-04-30,Norte,Produto de Higiene,17.56,1,17.56,52
2023-04-30,Norte,Cosmético,86.66,9,779.94,176
2023-04-30,Norte,Produto de Higiene,83.52,10,835.2,25
2023-04-30,Norte,Medicamento B,50.21,10,502.1,154
2023-04-30,Norte,Medicamento A,88.39,9,795.51,129
2023-04-30,Norte,Medicamento A,13.85,3,41.55,155
2023-04-30,Norte,Cosmético,83.61,7,585.27,134
2023-04-30,Norte,Produto de Higiene,40.19,1,40.19,179
2023-04-30,Norte,Cosmético,45.75,8,366.0,197
2023-04-30,Norte,Produto de Higiene,38.3,10,383.0,26
2023-04-30,Norte,Produto de Higiene,17.72,8,141.76,197
2023-04-30,Norte,Medicamento B,91.46,2,182.92,73
2023-04-30,Norte,Cosmético,88.29,7,618.03,66
2023-04-30,Norte,Medicamento B,5.52,1,5.52,148
2023-04-30,Norte,Cosmético,16.19,1,16.19,97
2023-04-30,Norte,Medicamento B,70.34,6,422.04,105
2023-04-30,Norte,Medicamento C,15.13,7,105.91,167
2023-04-30,Norte,Cosmético,29.1,9,261.9,109
2023-04-30,Norte,Cosmético,39.74,5,198.7,175
2023-04-30,Norte,Produto de Higiene,76.72,7,537.04,142
2023-04-30,Norte,Cosmético,50.83,6,304.98,144
2023-04-30,Norte,Cosmético,50.96,5,254.8,148
2023-04-30,Norte,Medicamento C,78.55,7,549.85,189
2023-04-30,Norte,Medicamento B,86.22,2,172.44,192
2023-04-30,Norte,Medicamento B,47.43,3,142.29,26
2023-04-30,Norte,Medicamento B,53.29,6,319.74,141
2023-04-30,Norte,Cosmético,71.22,1,71.22,42
2023-04-30,Norte,Produto de Higiene,96.63,1,96.63,24
2023-04-30,Norte,Medicamento B,49.81,10,498.1,112
2023-04-30,Norte,Medicamento A,11.09,4,44.36,95
2023-04-30,Norte,Medicamento A,62.86,7,440.02,103
2023-04-30,Norte,Cosmético,67.34,5,336.7,183
2023-04-30,Norte,Cosmético,10.46,3,31.38,164
2023-04-30,Norte,Produto de Higiene,46.7,4,186.8,169
2023-04-30,Norte,Cosmético,32.17,1,32.17,154
2023-04-30,Norte,Cosmético,54.0,4,216.0,158
2023-04-30,Norte,Medicamento B,69.03,6,414.18,62
2023-04-30,Norte,Medicamento A,97.69,2,195.38,71
2023-04-30,Norte,Produto de Higiene,38.55,7,269.85,104
2023-04-30,Norte,Cosmético,24.03,1,24.03,189
2023-04-30,Norte,Medicamento A,92.32,9,830.88,73
2023-04-30,Norte,Cosmético,91.93,6,551.58,89
2023-04-30,Norte,Medicamento C,26.5,4,106.0,117
2023-04-30,Norte,Produto de Higiene,59.62,5,298.1,45
2023-04-30,Norte,Produto de Higiene,53.09,9,477.81,19
2023-04-30,Norte,Cosmético,32.95,2,65.9,132
2023-04-30,Norte,Medicamento C,88.23,10,882.3,65
2023-04-30,Norte,Produto de Higiene,96.78,10,967.8,124
2023-04-30,Norte,Medicamento B,76.96,8,615.68,175
2023-04-30,Norte,Produto de Higiene,90.17,1,90.17,124
2023-04-30,Norte,Medicamento A,29.49,7,206.43,163
2023-04-30,Norte,Medicamento B,69.31,4,277.24,81
2023-04-30,Norte,Produto de Higiene,95.77,9,861.93,138
2023-04-30,Norte,Medicamento A,71.58,5,357.9,64
2023-04-30,Nordeste,Medicamento A,42.9,6,257.4,20
2023-04-30,Nordeste,Cosmético,93.48,8,747.84,81
2023-04-30,Nordeste,Medicamento C,25.76,10,257.6,69
2023-04-30,Nordeste,Medicamento B,94.98,4,379.92,128
2023-04-30,Nordeste,Medicamento B,27.31,4,109.24,68
2023-04-30,Nordeste,Medicamento B,26.77,4,107.08,159
2023-04-30,Nordeste,Medicamento C,19.82,2,39.64,31
2023-04-30,Nordeste,Medicamento A,69.2,8,553.6,158
2023-04-30,Nordeste,Medicamento A,77.6,9,698.4,11
2023-04-30,Nordeste,Produto de Higiene,40.26,6,241.56,127
2023-04-30,Nordeste,Cosmético,87.53,8,700.24,47
2023-04-30,Nordeste,Cosmético,31.63,4,126.52,193
2023-04-30,Nordeste,Cosmético,17.18,9,154.62,109
2023-04-30,Nordeste,Produto de Higiene,94.27,1,94.27,129
2023-04-30,Nordeste,Medicamento C,42.4,3,127.2,118
2023-04-30,Nordeste,Medicamento A,71.33,8,570.64,81
2023-04-30,Nordeste,Medicamento A,6.12,4,24.48,98
2023-04-30,Nordeste,Cosmético,14.57,6,87.42,157
2023-04-30,Nordeste,Medicamento C,22.78,5,113.9,61
2023-04-30,Nordeste,Medicamento C,49.78,10,497.8,88
2023-04-30,Nordeste,Medicamento C,22.47,7,157.29,54
2023-04-30,Nordeste,Produto de Higiene,71.57,6,429.42,94
2023-04-30,Nordeste,Produto de Higiene,31.56,3,94.68,147
2023-04-30,Nordeste,Medicamento B,98.03,4,392.12,26
2023-04-30,Nordeste,Medicamento C,81.39,9,732.51,111
2023-04-30,Nordeste,Produto de Higiene,23.63,3,70.89,122
2023-04-30,Nordeste,Medicamento A,21.78,8,174.24,35
2023-04-30,Nordeste,Cosmético,55.73,6,334.38,125
2023-04-30,Nordeste,Medicamento C,28.84,10,288.4,13
2023-04-30,Nordeste,Produto de Higiene,14.4,3,43.2,16
2023-04-30,Nordeste,Medicamento B,82.31,8,658.48,162
2023-04-30,Nordeste,Medicamento A,47.74,6,286.44,67
2023-04-30,Nordeste,Medicamento C,39.23,9,353.07,66
2023-04-30,Nordeste,Medicamento C,6.88,2,13.76,90
2023-04-30,Nordeste,Cosmético,23.9,10,239.0,167
2023-04-30,Nordeste,Cosmético,21.58,5,107.9,91
2023-04-30,Nordeste,Medicamento C,68.95,8,551.6,199
2023-04-30,Nordeste,Produto de Higiene,89.52,7,626.64,158
2023-04-30,Nordeste,Medicamento C,49.06,3,147.18,43
2023-04-30,Nordeste,Medicamento C,45.07,10,450.7,147
2023-04-30,Nordeste,Produto de Higiene,85.65,2,171.3,21
2023-04-30,Nordeste,Medicamento B,37.64,6,225.84,82
2023-04-30,Nordeste,Medicamento C,72.49,10,724.9,166
2023-04-30,Nordeste,Produto de Higiene,30.77,8,246.16,200
2023-04-30,Nordeste,Medicamento C,76.05,9,684.45,116
2023-04-30,Nordeste,Produto de Higiene,20.9,1,20.9,33
2023-04-30,Nordeste,Medicamento B,67.89,2,135.78,54
2023-04-30,Nordeste,Medicamento B,42.72,2,85.44,17
2023-04-30,Nordeste,Produto de Higiene,57.1,1,57.1,198
2023-04-30,Nordeste,Produto de Higiene,54.78,2,109.56,27
2023-04-30,Nordeste,Medicamento C,63.72,2,127.44,168
2023-04-30,Nordeste,Produto de Higiene,34.39,4,137.56,189
2023-04-30,Nordeste,Medicamento C,47.1,3,141.3,34
2023-04-30,Nordeste,Cosmético,84.66,1,84.66,9
2023-04-30,Nordeste,Medicamento C,86.74,6,520.44,122
2023-04-30,Nordeste,Produto de Higiene,97.62,9,878.58,70
2023-04-30,Nordeste,Cosmético,47.26,9,425.34,46
2023-04-30,Nordeste,Cosmético,61.77,10,617.7,112
2023-04-30,Nordeste,Cosmético,65.78,9,592.02,80
2023-04-30,Nordeste,Medicamento C,50.76,4,203.04,23
2023-04-30,Nordeste,Produto de Higiene,34.25,7,239.75,67
2023-04-30,Nordeste,Medicamento B,33.84,1,33.84,134
2023-04-30,Nordeste,Medicamento B,37.67,8,301.36,137
2023-04-30,Nordeste,Medicamento A,70.34,8,562.72,194
2023-04-30,Nordeste,Produto de Higiene,33.46,7,234.22,75
2023-04-30,Nordeste,Cosmético,26.97,1,26.97,141
2023-04-30,Nordeste,Medicamento C,22.91,9,206.19,112
2023-04-30,Nordeste,Produto de Higiene,28.74,7,201.18,97
2023-04-30,Sul,Medicamento C,12.52,4,50.08,133
2023-04-30,Sul,Cosmético,81.72,5,408.6,73
2023-04-30,Sul,Cosmético,81.84,7,572.88,49
2023-04-30,Sul,Medicamento A,22.33,5,111.65,29
2023-04-30,Sul,Produto de Higiene,63.68,5,318.4,180
2023-04-30,Sul,Cosmético,51.74,6,310.44,5
2023-04-30,Sul,Medicamento B,9.72,9,87.48,6
2023-04-30,Sul,Medicamento B,97.37,5,486.85,69
2023-04-30,Sul,Medicamento B,72.94,1,72.94,60
2023-04-30,Sul,Medicamento A,19.31,8,154.48,56
2023-04-30,Sul,Medicamento C,44.92,8,359.36,96
2023-04-30,Sul,Produto de Higiene,71.21,1,71.21,85
2023-04-30,Sul,Medicamento A,85.14,3,255.42,15
2023-04-30,Sul,Medicamento C,78.69,2,157.38,140
2023-04-30,Sul,Produto de Higiene,22.25,5,111.25,98
2023-04-30,Sul,Medicamento A,16.59,4,66.36,99
2023-04-30,Sul,Produto de Higiene,28.48,1,28.48,51
2023-04-30,Sul,Produto de Higiene,74.86,2,149.72,134
2023-04-30,Sul,Medicamento B,49.92,5,249.6,83
2023-04-30,Sul,Medicamento B,64.77,1,64.77,191
2023-04-30,Sul,Cosmético,54.49,5,272.45,124
2023-04-30,Sul,Medicamento C,23.88,1,23.88,171
2023-04-30,Sul,Medicamento B,97.46,4,389.84,163
2023-04-30,Sul,Produto de Higiene,35.83,3,107.49,71
2023-04-30,Sul,Cosmético,16.37,4,65.48,3
2023-04-30,Sul,Medicamento A,60.2,8,481.6,177
2023-04-30,Sul,Cosmético,19.72,2,39.44,64
2023-04-30,Sul,Medicamento B,52.49,10,524.9,87
2023-04-30,Sul,Medicamento A,10.68,3,32.04,180
2023-04-30,Sul,Cosmético,80.19,3,240.57,125
2023-04-30,Sul,Medicamento B,35.09,9,315.81,166
2023-04-30,Sul,Medicamento C,81.52,8,652.16,188
2023-04-30,Sul,Medicamento B,7.03,7,49.21,92
2023-04-30,Sul,Medicamento B,28.82,1,28.82,125
2023-04-30,Sul,Produto de Higiene,58.11,9,522.99,179
2023-04-30,Sul,Produto de Higiene,23.03,3,69.09,140
2023-04-30,Sul,Medicamento C,35.75,8,286.0,71
2023-04-30,Sul,Cosmético,91.88,9,826.92,42
2023-04-30,Sul,Medicamento A,55.46,8,443.68,76
2023-04-30,Sul,Medicamento C,56.45,8,451.6,1
2023-04-30,Sul,Cosmético,41.01,3,123.03,5
2023-04-30,Sul,Cosmético,86.4,10,864.0,62
2023-04-30,Sul,Medicamento C,73.5,9,661.5,100
2023-04-30,Sul,Medicamento B,54.79,8,438.32,197
2023-04-30,Sul,Cosmético,19.64,5,98.2,83
2023-04-30,Sul,Produto de Higiene,65.89,2,131.78,25
2023-04-30,Sul,Cosmético,67.59,1,67.59,34
2023-04-30,Sul,Medicamento B,87.98,4,351.92,28
2023-04-30,Sul,Produto de Higiene,23.2,1,23.2,147
2023-04-30,Sul,Produto de Higiene,67.5,9,607.5,160
2023-04-30,Sul,Cosmético,29.31,6,175.86,57
2023-04-30,Sul,Cosmético,73.2,1,73.2,54
2023-04-30,Sul,Produto de Higiene,93.2,2,186.4,120
2023-04-30,Sul,Medicamento A,39.29,7,275.03,95
2023-04-30,Sul,Medicamento A,83.25,5,416.25,136
2023-04-30,Sul,Medicamento A,74.76,5,373.8,20
2023-04-30,Sul,Medicamento B,96.26,2,192.52,26
2023-04-30,Sul,Medicamento B,55.51,4,222.04,50
2023-04-30,Sul,Cosmético,67.4,10,674.0,161
2023-04-30,Sul,Medicamento B,58.05,9,522.45,107
2023-04-30,Sul,Medicamento A,77.8,10,778.0,92
2023-04-30,Sul,Produto de Higiene,71.74,7,502.18,27
2023-04-30,Sul,Medicamento B,80.28,9,722.52,103
2023-04-30,Sul,Cosmético,37.06,3,111.18,137
2023-04-30,Sudeste,Produto de Higiene,93.68,6,562.08,141
2023-04-30,Sudeste,Medicamento C,85.26,7,596.82,196
2023-04-30,Sudeste,Produto de Higiene,83.48,6,500.88,156
2023-04-30,Sudeste,Medicamento B,58.5,4,234.0,97
2023-04-30,Sudeste,Cosmético,92.98,5,464.9,93
2023-04-30,Sudeste,Produto de Higiene,47.51,7,332.57,1
2023-04-30,Sudeste,Medicamento A,98.38,10,983.8,5
2023-04-30,Sudeste,Cosmético,17.83,5,89.15,2
2023-04-30,Sudeste,Medicamento C,98.52,4,394.08,81
2023-04-30,Sudeste,Medicamento A,78.29,5,391.45,142
2023-04-30,Sudeste,Cosmético,57.85,10,578.5,40
2023-04-30,Sudeste,Medicamento A,8.58,6,51.48,40
2023-04-30,Sudeste,Medicamento B,30.17,10,301.7,64
2023-04-30,Sudeste,Medicamento B,29.34,5,146.7,24
2023-04-30,Sudeste,Cosmético,42.98,4,171.92,188
2023-04-30,Sudeste,Medicamento A,73.74,8,589.92,45
2023-04-30,Sudeste,Produto de Higiene,83.44,10,834.4,25
2023-04-30,Sudeste,Cosmético,66.01,1,66.01,188
2023-04-30,Sudeste,Cosmético,41.25,1,41.25,198
2023-04-30,Sudeste,Medicamento C,38.05,7,266.35,107
2023-04-30,Sudeste,Medicamento A,87.63,4,350.52,192
2023-04-30,Sudeste,Cosmético,93.22,7,652.54,14
2023-04-30,Sudeste,Medicamento C,54.82,6,328.92,139
2023-04-30,Sudeste,Cosmético,19.21,9,172.89,179
2023-04-30,Sudeste,Medicamento B,19.55,7,136.85,115
2023-04-30,Sudeste,Cosmético,59.65,2,119.3,57
2023-04-30,Sudeste,Produto de Higiene,32.53,7,227.71,38
2023-04-30,Sudeste,Medicamento B,36.94,8,295.52,147
2023-04-30,Sudeste,Medicamento A,57.07,5,285.35,22
2023-04-30,Sudeste,Produto de Higiene,52.67,3,158.01,196
2023-04-30,Sudeste,Medicamento B,50.69,4,202.76,125
2023-04-30,Sudeste,Produto de Higiene,66.96,4,267.84,144
2023-04-30,Sudeste,Cosmético,99.72,9,897.48,64
2023-04-30,Sudeste,Medicamento B,11.81,7,82.67,83
2023-04-30,Sudeste,Cosmético,13.51,7,94.57,109
2023-04-30,Sudeste,Medicamento C,38.09,6,228.54,89
2023-04-30,Sudeste,Cosmético,67.26,5,336.3,44
2023-04-30,Sudeste,Medicamento C,63.54,8,508.32,160
2023-04-30,Sudeste,Medicamento B,46.84,4,187.36,52
2023-04-30,Sudeste,Medicamento C,19.82,2,39.64,29
2023-04-30,Sudeste,Medicamento A,28.09,10,280.9,38
2023-04-30,Sudeste,Medicamento C,6.3,2,12.6,79
2023-04-30,Sudeste,Produto de Higiene,49.76,6,298.56,54
2023-04-30,Sudeste,Cosmético,25.13,9,226.17,134
2023-04-30,Sudeste,Medicamento C,57.14,10,571.4,187
2023-04-30,Sudeste,Medicamento B,71.03,1,71.03,97
2023-04-30,Sudeste,Cosmético,91.07,9,819.63,12
2023-04-30,Sudeste,Medicamento C,21.18,5,105.9,52
2023-04-30,Sudeste,Cosmético,30.77,8,246.16,168
2023-04-30,Sudeste,Medicamento A,11.33,5,56.65,170
2023-04-30,Sudeste,Medicamento C,87.11,1,87.11,75
2023-04-30,Sudeste,Produto de Higiene,26.96,7,188.72,131
2023-04-30,Sudeste,Medicamento A,90.87,8,726.96,153
2023-04-30,Sudeste,Cosmético,13.36,4,53.44,129
2023-04-30,Sudeste,Produto de Higiene,58.27,1,58.27,11
2023-04-30,Sudeste,Medicamento B,92.62,5,463.1,86
2023-04-30,Sudeste,Produto de Higiene,42.37,3,127.11,5
2023-04-30,Sudeste,Medicamento C,70.01,6,420.06,161
2023-04-30,Sudeste,Medicamento C,27.44,9,246.96,71
2023-04-30,Sudeste,Medicamento A,64.45,7,451.15,8
2023-04-30,Sudeste,Cosmético,95.17,4,380.68,39
2023-04-30,Sudeste,Medicamento C,90.23,3,270.69,23
2023-04-30,Sudeste,Produto de Higiene,54.47,10,544.7,161
2023-04-30,Sudeste,Medicamento B,44.65,10,446.5,40
2023-04-30,Sudeste,Produto de Higiene,97.2,10,972.0,85
2023-04-30,Sudeste,Produto de Higiene,56.51,4,226.04,168
2023-04-30,Sudeste,Medicamento B,60.2,4,240.8,36
2023-04-30,Sudeste,Medicamento C,70.41,9,633.69,35
2023-04-30,Sudeste,Produto de Higiene,99.59,3,298.77,168
2023-04-30,Sudeste,Cosmético,92.13,6,552.78,18
2023-04-30,Sudeste,Cosmético,55.63,2,111.26,48
2023-04-30,Sudeste,Medicamento C,84.75,3,254.25,187
2023-04-30,Sudeste,Medicamento A,77.72,7,544.04,106
2023-04-30,Sudeste,Medicamento C,47.09,5,235.45,39
2023-04-30,Sudeste,Medicamento B,15.14,3,45.42,7
2023-04-30,Sudeste,Cosmético,63.61,10,636.1,146
2023-04-30,Sudeste,Cosmético,26.94,4,107.76,60
2023-04-30,Sudeste,Medicamento A,39.13,8,313.04,35
2023-04-30,Sudeste,Cosmético,85.38,8,683.04,183
2023-04-30,Sudeste,Medicamento C,22.48,7,157.36,126
2023-04-30,Sudeste,Produto de Higiene,18.06,4,72.24,58
2023-04-30,Sudeste,Medicamento A,43.82,1,43.82,70
2023-04-30,Sudeste,Produto de Higiene,26.14,4,104.56,194
2023-04-30,Sudeste,Medicamento B,11.28,8,90.24,158
2023-04-30,Sudeste,Produto de Higiene,70.35,8,562.8,64
2023-04-30,Sudeste,Produto de Higiene,43.46,1,43.46,156
2023-04-30,Sudeste,Produto de Higiene,73.42,7,513.94,157
2023-04-30,Sudeste,Cosmético,61.41,9,552.69,165
2023-04-30,Centro-Oeste,Medicamento A,54.46,8,435.68,117
2023-04-30,Centro-Oeste,Medicamento A,88.39,4,353.56,133
2023-04-30,Centro-Oeste,Cosmético,42.58,1,42.58,143
2023-04-30,Centro-Oeste,Produto de Higiene,54.03,1,54.03,49
2023-04-30,Centro-Oeste,Medicamento C,46.76,5,233.8,199
2023-04-30,Centro-Oeste,Medicamento C,48.83,7,341.81,76
2023-04-30,Centro-Oeste,Cosmético,92.31,9,830.79,37
2023-04-30,Centro-Oeste,Produto de Higiene,83.84,8,670.72,24
2023-04-30,Centro-Oeste,Cosmético,15.75,10,157.5,179
2023-04-30,Centro-Oeste,Cosmético,17.85,7,124.95,83
2023-04-30,Centro-Oeste,Produto de Higiene,7.37,8,58.96,152
2023-04-30,Centro-Oeste,Medicamento B,88.84,2,177.68,65
2023-04-30,Centro-Oeste,Medicamento C,70.71,3,212.13,184
2023-04-30,Centro-Oeste,Medicamento A,13.66,8,109.28,163
2023-04-30,Centro-Oeste,Medicamento C,13.1,7,91.7,187
2023-04-30,Centro-Oeste,Cosmético,63.15,3,189.45,97
2023-04-30,Centro-Oeste,Cosmético,41.16,3,123.48,86
2023-04-30,Centro-Oeste,Cosmético,87.77,3,263.31,42
2023-04-30,Centro-Oeste,Medicamento B,21.99,1,21.99,108
2023-04-30,Centro-Oeste,Medicamento C,34.4,8,275.2,74
2023-04-30,Centro-Oeste,Medicamento B,16.17,3,48.51,52
2023-04-30,Centro-Oeste,Medicamento A,64.14,5,320.7,4
2023-04-30,Centro-Oeste,Produto de Higiene,52.27,8,418.16,140
2023-04-30,Centro-Oeste,Medicamento A,62.76,8,502.08,61
2023-04-30,Centro-Oeste,Medicamento B,60.94,8,487.52,117
2023-04-30,Centro-Oeste,Produto de Higiene,46.98,10,469.8,154
2023-04-30,Centro-Oeste,Medicamento A,28.25,9,254.25,72
2023-04-30,Centro-Oeste,Cosmético,64.72,4,258.88,13
2023-04-30,Centro-Oeste,Medicamento B,19.08,6,114.48,10
2023-04-30,Centro-Oeste,Medicamento B,86.11,10,861.1,155
2023-04-30,Centro-Oeste,Medicamento C,36.46,2,72.92,13
2023-04-30,Centro-Oeste,Medicamento A,44.61,3,133.83,42
2023-04-30,Centro-Oeste,Medicamento C,63.05,10,630.5,147
2023-04-30,Centro-Oeste,Cosmético,21.85,8,174.8,192
2023-04-30,Centro-Oeste,Cosmético,39.22,1,39.22,24
2023-04-30,Centro-Oeste,Medicamento C,35.67,7,249.69,18
2023-04-30,Centro-Oeste,Produto de Higiene,85.11,2,170.22,75
2023-04-30,Centro-Oeste,Produto de Higiene,17.78,5,88.9,85
2023-04-30,Centro-Oeste,Cosmético,44.31,4,177.24,179
2023-04-30,Centro-Oeste,Medicamento B,63.15,2,126.3,147
2023-04-30,Centro-Oeste,Cosmético,98.78,8,790.24,186
2023-04-30,Centro-Oeste,Cosmético,93.72,5,468.6,110
2023-04-30,Centro-Oeste,Cosmético,85.54,5,427.7,135
